828	('120.196909', '120.196320', '22.978785', '22.978059')
829	('120.196381', '120.195981', '22.978460', '22.978059')
830	('120.196909', '120.196320', '22.978785', '22.978059')
831	('120.196423', '120.195981', '22.978714', '22.978059')
832	('120.196381', '120.195836', '22.978460', '22.978059')
833	('120.196821', '120.196067', '22.978785', '22.978059')
834	('120.196909', '120.196067', '22.978793', '22.978059')
835	('120.196320', '120.195865', '22.978460', '22.978059')
836	('120.196712', '120.195976', '22.978059', '22.977179')
837	('120.196423', '120.195981', '22.978770', '22.978059')
838	('120.196381', '120.195981', '22.978591', '22.978059')
839	('120.197310', '120.196590', '22.978951', '22.978223')
840	('120.197310', '120.196735', '22.978683', '22.978310')
841	('120.197310', '120.196679', '22.978818', '22.978310')
843	('120.197500', '120.196735', '22.979143', '22.978310')
844	('120.220011', '120.219675', '23.017776', '23.017167')
845	('120.220011', '120.219457', '23.017776', '23.017167')
846	('120.220155', '120.219457', '23.017915', '23.017167')
847	('120.220011', '120.219675', '23.017776', '23.017167')
848	('120.220155', '120.219493', '23.017915', '23.017167')
849	('120.191523', '120.191108', '23.008108', '23.007262')
851	('120.191227', '120.190626', '23.008059', '23.007280')
856	('120.191845', '120.191309', '23.008543', '23.007815')
859	('120.215659', '120.215058', '23.015897', '23.015103')
860	('120.194887', '120.194106', '22.978983', '22.978399')
863	('120.191803', '120.191309', '23.008660', '23.007815')
864	('120.196909', '120.196067', '22.978915', '22.978223')
865	('120.196892', '120.196341', '22.978915', '22.978626')
866	('120.197500', '120.196892', '22.978958', '22.978475')
867	('120.197500', '120.196892', '22.979143', '22.978683')
868	('120.197168', '120.196642', '22.978683', '22.977856')
869	('120.196892', '120.196215', '22.978915', '22.978626')
870	('120.196909', '120.196381', '22.978793', '22.978223')
871	('120.196902', '120.196142', '22.978915', '22.978306')
872	('120.196909', '120.196067', '22.978915', '22.978223')
873	('120.196797', '120.195972', '22.978333', '22.977766')
874	('120.196909', '120.196320', '22.978626', '22.977766')
875	('120.207583', '120.206855', '23.001166', '23.000570')
876	('120.207917', '120.207265', '23.000812', '23.000066')
877	('120.191424', '120.190804', '23.007631', '23.006926')
880	('120.191803', '120.191318', '23.008543', '23.008185')
881	('120.220409', '120.219858', '23.018523', '23.017722')
882	('120.220231', '120.219725', '23.017994', '23.017396')
883	('120.220231', '120.219493', '23.018139', '23.017396')
884	('120.220231', '120.219685', '23.018139', '23.017722')
885	('120.220231', '120.219725', '23.017994', '23.017490')
886	('120.191897', '120.191001', '23.007631', '23.006887')
887	('120.197462', '120.196735', '22.978683', '22.978043')
888	('120.197500', '120.196821', '22.978958', '22.978163')
889	('120.220155', '120.219725', '23.017907', '23.017396')
890	('120.220052', '120.219685', '23.017915', '23.017396')
891	('120.191523', '120.190874', '23.008108', '23.007280')
892	('120.196909', '120.196067', '22.978793', '22.978223')
893	('120.196909', '120.196341', '22.978793', '22.978474')
894	('120.197500', '120.196892', '22.979143', '22.978475')
895	('120.196909', '120.196067', '22.978785', '22.978059')
896	('120.196909', '120.196590', '22.978793', '22.978474')
897	('120.196909', '120.196423', '22.978793', '22.978474')
898	('120.197100', '120.196679', '22.979143', '22.978476')
899	('120.196909', '120.196215', '22.978915', '22.978306')
900	('120.196909', '120.196142', '22.978915', '22.978223')
901	('120.196909', '120.196067', '22.978785', '22.978059')
902	('120.191803', '120.191309', '23.008543', '23.008108')
903	('120.191803', '120.191309', '23.008543', '23.008108')
904	('120.207583', '120.206855', '23.001166', '23.000435')
905	('120.220409', '120.219858', '23.018523', '23.017907')
906	('120.220409', '120.219858', '23.018450', '23.017599')
907	('120.220155', '120.219685', '23.017915', '23.017490')
908	('120.191845', '120.191309', '23.008490', '23.007815')
909	('120.196320', '120.195865', '22.978460', '22.977795')
910	('120.196821', '120.196067', '22.978785', '22.978223')
911	('120.196735', '120.196067', '22.978785', '22.978306')
912	('120.196735', '120.196067', '22.978915', '22.978306')
913	('120.196320', '120.195865', '22.978460', '22.977795')
914	('120.196381', '120.195865', '22.978460', '22.977705')
915	('120.191622', '120.190804', '23.007280', '23.006648')
916	('120.220233', '120.219685', '23.018450', '23.017764')
917	('120.220409', '120.219858', '23.018450', '23.017599')
918	('120.196119', '120.195836', '22.978407', '22.977795')
919	('120.196320', '120.195865', '22.978386', '22.977795')
920	('120.196381', '120.195836', '22.978591', '22.977795')
921	('120.196341', '120.195836', '22.978770', '22.978333')
922	('120.196341', '120.195836', '22.978770', '22.978333')
923	('120.196902', '120.196341', '22.978793', '22.978474')
924	('120.197100', '120.196341', '22.978951', '22.978474')
925	('120.196423', '120.195981', '22.978714', '22.978208')
926	('120.197100', '120.196341', '22.979143', '22.978570')
927	('120.207917', '120.207062', '23.000812', '23.000066')
928	('120.196642', '120.195836', '22.978714', '22.978059')
929	('120.196909', '120.196423', '22.978793', '22.978223')
930	('120.196642', '120.195981', '22.978591', '22.978059')
931	('120.196642', '120.195865', '22.978646', '22.978059')
932	('120.197168', '120.196423', '22.978951', '22.978223')
933	('120.196735', '120.196067', '22.978785', '22.978223')
935	('120.196821', '120.196103', '22.978714', '22.978223')
936	('120.196902', '120.196590', '22.978793', '22.978474')
937	('120.196821', '120.195981', '22.978785', '22.978059')
938	('120.197100', '120.196679', '22.978951', '22.978474')
939	('120.197319', '120.196735', '22.978958', '22.978474')
940	('120.196821', '120.195981', '22.978714', '22.978059')
941	('120.197100', '120.196590', '22.979143', '22.978474')
942	('120.196821', '120.196215', '22.978915', '22.978474')
943	('120.196821', '120.196142', '22.978793', '22.978223')
944	('120.196821', '120.196103', '22.978714', '22.978223')
945	('120.197500', '120.196735', '22.978958', '22.978474')
946	('120.197500', '120.196679', '22.979143', '22.978474')
947	('120.197500', '120.196735', '22.978958', '22.978474')
948	('120.207855', '120.207062', '23.000812', '23.000066')
949	('120.197500', '120.196679', '22.979143', '22.978475')
950	('120.197494', '120.196679', '22.979143', '22.978570')
951	('120.197500', '120.196892', '22.979143', '22.978475')
952	('120.197500', '120.196679', '22.979143', '22.978475')
953	('120.197310', '120.196642', '22.978683', '22.978043')
954	('120.196103', '120.195836', '22.978460', '22.978333')
955	('120.196590', '120.196067', '22.978785', '22.978306')
956	('120.196735', '120.196067', '22.978915', '22.978306')
957	('120.196909', '120.196067', '22.978793', '22.978223')
958	('120.196590', '120.195981', '22.978785', '22.978306')
959	('120.196735', '120.195981', '22.978785', '22.978223')
960	('120.196735', '120.195981', '22.978915', '22.978306')
961	('120.196320', '120.195865', '22.978386', '22.977564')
962	('120.196320', '120.195972', '22.978386', '22.977705')
963	('120.196423', '120.195981', '22.978770', '22.978333')
964	('120.196590', '120.195836', '22.978915', '22.978208')
965	('120.196320', '120.195836', '22.978407', '22.977564')
966	('120.196103', '120.195836', '22.978407', '22.977795')
967	('120.196320', '120.195836', '22.978407', '22.977705')
968	('120.196423', '120.195836', '22.978770', '22.978333')
969	('120.196381', '120.195836', '22.978591', '22.978111')
970	('120.191523', '120.190918', '23.008310', '23.007600')
971	('120.191424', '120.190626', '23.007631', '23.006926')
972	('120.197100', '120.196590', '22.978951', '22.978626')
973	('120.197319', '120.196590', '22.979143', '22.978570')
974	('120.196590', '120.195981', '22.978785', '22.978208')
975	('120.197319', '120.196679', '22.978958', '22.978476')
976	('120.196821', '120.195981', '22.978770', '22.978059')
977	('120.197100', '120.196590', '22.979143', '22.978626')
